Date,Open,High,Low,Close,Adj Close,Volume
2017-11-17,310.000000,369.000000,307.000000,344.600006,338.777313,168836552
2017-11-20,344.700012,358.899994,344.000000,355.350006,349.345703,14650240
2017-11-21,356.399994,418.899994,352.500000,385.299988,378.789612,43078194
2017-11-22,388.000000,408.000000,386.899994,395.200012,388.522369,15227642
2017-11-23,390.000000,392.000000,371.100006,374.850006,368.516235,12300150
2017-11-24,376.049988,383.000000,366.100006,370.700012,364.436310,9463228
2017-11-27,371.000000,384.500000,371.000000,380.350006,373.923218,3832223
2017-11-28,383.000000,386.399994,378.100006,382.200012,375.742035,2409447
2017-11-29,382.399994,384.700012,376.100006,377.799988,371.416321,1657909
2017-11-30,379.799988,379.799988,370.799988,371.500000,365.222778,2536960
2017-12-01,373.700012,379.549988,368.000000,372.750000,366.451660,1904781
2017-12-04,374.049988,374.899994,362.000000,362.799988,356.669800,1323453
2017-12-05,361.000000,365.899994,357.149994,362.350006,356.227417,1806017
2017-12-06,360.899994,371.700012,358.549988,368.350006,362.126038,3331373
2017-12-07,370.049988,389.899994,370.049988,388.299988,381.738922,3350792
2017-12-08,390.000000,395.799988,385.600006,389.299988,382.722046,2494845
2017-12-11,387.000000,392.250000,379.049988,380.799988,374.365692,1029719
2017-12-12,380.899994,387.000000,377.049988,383.799988,377.314941,2564559
2017-12-13,386.450012,389.250000,378.500000,380.799988,374.365692,747787
2017-12-14,382.850006,386.000000,377.000000,384.299988,377.806519,1261422
2017-12-15,388.000000,390.750000,380.100006,381.399994,376.287140,1698848
2017-12-18,380.000000,383.299988,372.250000,377.450012,372.390106,1399027
2017-12-19,378.000000,380.950012,372.250000,374.899994,369.874268,1641589
2017-12-20,377.450012,377.700012,371.500000,375.149994,370.120941,2251770
2017-12-21,379.250000,381.799988,375.000000,376.049988,371.008881,1448962
2017-12-22,376.250000,380.399994,374.200012,374.549988,369.528992,775946
2017-12-26,376.000000,378.600006,373.399994,376.549988,371.502167,1310649
2017-12-27,375.100006,377.950012,373.799988,374.850006,369.824982,589597
2017-12-28,375.000000,380.000000,372.399994,377.950012,372.883453,912189
2017-12-29,379.000000,390.799988,375.649994,386.000000,380.825500,1611972
2018-01-01,388.500000,399.799988,386.549988,389.649994,384.426575,1445743
2018-01-02,391.700012,398.000000,384.350006,395.500000,390.198120,1219713
2018-01-03,398.000000,398.299988,384.100006,385.649994,380.480164,2275082
2018-01-04,390.000000,401.950012,387.250000,399.000000,393.651215,2974278
2018-01-05,401.000000,412.000000,398.000000,407.000000,401.544006,3554479
2018-01-08,410.000000,428.299988,409.549988,422.100006,416.441589,3806105
2018-01-09,424.000000,447.649994,422.649994,435.500000,429.661926,6183645
2018-01-10,438.000000,441.899994,427.000000,429.250000,423.495697,2374166
2018-01-11,424.000000,449.799988,424.000000,446.700012,440.711823,2604294
2018-01-12,449.750000,458.700012,444.299988,455.950012,449.837799,5364763
2018-01-15,460.000000,488.000000,457.000000,474.850006,468.484436,5635852
2018-01-16,479.899994,494.299988,471.250000,482.649994,476.179840,8288750
2018-01-17,485.399994,488.200012,470.000000,478.399994,471.986816,5691140
2018-01-18,483.200012,489.799988,478.000000,485.049988,478.547668,1772870
2018-01-19,489.250000,491.350006,477.000000,481.500000,475.045258,3488403
2018-01-22,481.500000,488.850006,469.000000,470.200012,463.896790,3825798
2018-01-23,474.250000,474.250000,454.500000,458.549988,452.402924,3561221
2018-01-24,457.500000,460.000000,448.000000,455.250000,449.147156,2072037
2018-01-25,455.000000,460.000000,447.000000,448.500000,442.487640,1194340
2018-01-29,447.000000,452.600006,444.399994,445.350006,439.379913,1113037
2018-01-30,444.000000,448.100006,417.000000,421.850006,416.194916,3583717
2018-01-31,418.399994,432.899994,395.299988,427.000000,421.275848,14738305
2018-02-01,429.950012,452.000000,423.000000,448.250000,442.241028,4965461
2018-02-02,441.000000,455.000000,430.000000,442.399994,436.469452,5311751
2018-02-05,428.200012,444.000000,422.350006,441.700012,435.778809,2268830
